X,Y
12.931317817312854,9.587793374810339
21.376932655925003,10.477510666249147
21.496817249092576,15.246616172180104
36.53413050601843,26.49479753418699
12.361604251531515,12.07088665879233
34.494097876260426,14.649084931248815
5.533946089980679,-1.7795166153403406
49.717561082581184,30.710172927542505
18.43941031166643,15.777344820399382
45.45576387334417,29.104954402040597
41.74591178096169,30.065401928427065
31.90489455098019,16.95607663822979
33.351699478224035,15.834127864655233
9.691327315109088,7.645408133464707
0.5168075643163128,6.15141660344965
22.822317276672738,12.944617922271323
49.64213095718372,31.47749461385272
35.713150903706854,22.35467423817282
29.12342949662078,15.253251900940977
35.76311301510758,20.646649922602435
26.21631962164024,12.776009911817626
2.421275455828953,2.313879802162642
21.596992448903624,13.21989445328025
24.687530880531444,19.668001751837508
28.522091733473136,20.69672166884591
1.4232468954679667,0.10174782791350578
29.946277821203704,14.190984344693709
20.968719970902256,16.74244322559827
47.5239729858245,23.940826442336146
41.750459776686476,27.879419250606123
3.4683972690728373,5.452349199956695
17.752213331690868,11.911106337573383
4.735539723254945,1.2898330982748116
15.486082752459584,5.526313726155097
23.116720656962,8.180233615124717
32.32269833369787,19.057249474831345
43.17196253921205,29.375112128091935
4.46941347118851,-0.5966602626455355
24.592872928692845,17.661081406150203
49.8435927376137,26.098081367532096
42.1630905911672,22.550694240604418
48.530953125369805,26.382416274206438
35.176266379589634,14.42588872778379
2.5452935117523334,1.9691174672125007
36.551500463010626,22.513117452622843
10.467951933178854,7.08021765852991
30.746118617453334,14.396321691762013
12.132825702489797,8.33509596065965
27.18218558993591,14.15994365714055
35.55976912264067,19.79969237474753
8.341267956913606,0.1575237856147691
38.2915498128921,23.432007930946973
34.94950594764391,18.69704964334203
15.330985171226141,9.104704860176371
3.8564470621508917,0.6178734236094359
44.4803686598305,31.29382014671944
41.79300172342843,29.222109403073418
23.88831304927149,13.397722270077416
25.15023858474167,19.88776818461863
45.442025098354335,29.337338451277553
7.87782460064908,9.644773503817326
13.585395631062037,11.073901878212203
16.290855547052868,6.074318600146705
32.13140910143181,18.24536686766303
2.7730795260960175,7.31247672904266
40.260782322022465,20.175081205501066
36.88722732347238,27.041109072150462
15.036897397766907,9.416661654507564
0.3083547274062626,-0.2883882564278898
28.924695915044296,17.783145180296174
11.536219076209065,8.710047247329946
9.081161088806589,0.4940106198532659
35.486483538824196,19.837402542487226
43.99319081204759,25.25267374813336
39.08825334032672,24.26434547098374
24.979041692458804,8.51611081718277
42.81105721848585,19.820608569344195
5.684469255017471,3.235539680716731
25.67430052048222,11.650763159753968
10.560105251187668,10.104301587323736
6.224738334374674,-1.3730212095387593
19.13168838196079,16.08676047005473
12.255237255304813,3.6799233839963015
29.116471962086933,15.41714452659828
27.732951826224873,19.691037370241844
15.582594011652844,3.4046710589980353
23.990898306078893,18.79308672105789
47.86351430346197,33.18880854718292
24.792028011913224,16.95792893959932
5.102241111057676,1.7799769007996042
4.7991544142161615,4.334809473610148
2.087400353490626,6.344352037860357
1.9476917093890989,-1.8441150223986704
46.124313306698255,25.288566193911684
40.54603989744561,19.175532182787933
24.752202355001096,10.270886344985744
6.297432434566269,8.812880899711612
3.799898312068961,6.361046863666408
32.97341116468513,15.48031931250776
14.863186754000424,14.0032716547525
20.04414681117136,12.671262407473506
14.773408272117711,3.3134467183420284
17.86943250875128,11.213735519741888
33.38118888987477,22.34753699491221
30.940293445246446,12.834562868441779
39.39915770786674,21.74747113806535
29.044726231003825,16.79294549238027
22.164677091122577,9.55115027791745
33.477586586764424,16.967348843417476
0.2366462210415088,4.053808567166003
6.880438464556205,8.17254560424209
49.47630886428386,25.206001823156786
17.49158557377544,10.556197029664583
32.14967162355456,18.751563964864445
19.601951425212565,13.122856014610935
37.28774982728917,20.383814367419838
25.417407271060327,14.145206551832317
0.2947948007251622,3.0918162903295574
6.7190340692532935,4.117928327611821
5.100554647118971,2.9274343766028887
20.884399275004426,8.33886016091019
6.968003196469591,-1.8130538263145342
48.331557373768554,22.18696467451211
12.667673743865699,3.779398551070775
33.12959222509439,21.955931810262943
37.3859187079827,23.590218260939935
16.17359095486595,10.813347279368038
0.24405756131793965,3.145947343127873
11.02913306676012,5.235929569547533
19.149472021964954,5.572234332937089
16.270663878009078,8.100812643273674
47.75748888396182,30.084420166695978
27.41884804460235,13.173247127605714
38.11560329397504,19.47793135213182
35.45952466688054,23.764593199485084
0.8249593397677335,-4.461821547221578
6.698090361809189,0.3365064779515494
10.624941563377611,9.354293628572032
30.489359365661755,14.140358721122334
5.206043267327443,7.073839999754314
36.28929176966993,24.707245976572523
49.761028173580804,34.688539535763994
7.199477726550962,10.040606733910826
26.43887354375937,21.212423670304222
47.936396274837655,32.72895971325647
49.16518676736823,34.088383230504874
34.717084251849315,14.104808423948645
31.78674695163002,18.17887784936289
40.94624387104236,20.396467944919888
48.67457201316431,29.343567423971194
